OTU_id,Domain,Phylum,Class,Order,Family,Genus,Species
Cerco_OTUc_5507,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5508,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5509,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_551,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5510,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5511,Protista,Cercozoa,Filosa_Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,unclassified
Cerco_OTUc_5512,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5513,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphidae,Euglypha,unclassified
Cerco_OTUc_5514,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5515,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5516,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5517,Protista,Cercozoa,Filosa,Filosa,Filosa,Filosa,Filosa_sp.
Cerco_OTUc_5518,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5519,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_552,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5520,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.
Cerco_OTUc_5521,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,Group_Te_sp.
Cerco_OTUc_5522,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5523,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5524,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_5525,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5526,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,unclassified
Cerco_OTUc_5527,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,unclassified
Cerco_OTUc_5528,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5529,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Capsellina,Capsellina_sp.
Cerco_OTUc_553,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.
Cerco_OTUc_5530,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5531,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5532,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5533,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5534,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,Neoheteromita_caudratti
Cerco_OTUc_5535,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5536,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5537,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5538,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5539,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_554,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5540,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,unclassified,unclassified,unclassified
Cerco_OTUc_5541,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5542,Protista,Cercozoa,Filosa_Granofilosea,Filosa_Granofilosea,Novel_Gran_6,Novel_Gran_6,Novel_Gran_6_sp.
Cerco_OTUc_5543,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5544,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5545,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5546,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5547,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5548,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,Neoheteromita_globosa
Cerco_OTUc_5549,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Plasmodiophorida,unclassified,unclassified
Cerco_OTUc_555,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_ramosa
Cerco_OTUc_5550,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5551,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5552,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5553,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,Neoheteromita_globosa
Cerco_OTUc_5554,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5555,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Proleptomonadidae,Proleptomonas,Proleptomonas_faecicola
Cerco_OTUc_5556,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5557,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5558,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,Limnofila,Limnofila_anglica
Cerco_OTUc_5559,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,Limnofila,Limnofila_anglica
Cerco_OTUc_556,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5560,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5561,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5562,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5563,Protista,Cercozoa,Filosa_Granofilosea,Filosa_Granofilosea,Novel_Gran_5,Novel_Gran_5,Novel_Gran_5_sp.
Cerco_OTUc_5564,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5565,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5566,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5567,Protista,Cercozoa,Filosa,Filosa,Filosa,Filosa,Filosa_sp.
Cerco_OTUc_5568,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5569,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_557,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,unclassified,unclassified
Cerco_OTUc_5570,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Paulinellidae,Paulinella,unclassified
Cerco_OTUc_5571,Protista,Cercozoa,Filosa_Sarcomonadea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5572,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5573,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,unclassified
Cerco_OTUc_5574,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,unclassified
Cerco_OTUc_5575,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,unclassified,unclassified
Cerco_OTUc_5576,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5577,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5578,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
Cerco_OTUc_5579,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Flectomonas,Flectomonas_ekelundi
Cerco_OTUc_558,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5580,Protista,Cercozoa,Filosa_Imbricatea,Spongomonadida,Spongomonadidae,unclassified,unclassified
Cerco_OTUc_5581,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5582,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5583,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae,Allapsidae_sp.
Cerco_OTUc_5584,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5585,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae,Cercomonadidae_sp.
Cerco_OTUc_5586,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5587,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_5588,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5589,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_559,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5590,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5591,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Neoheteromita,unclassified
Cerco_OTUc_5592,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5593,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.
Cerco_OTUc_5594,Protista,Cercozoa,Filosa_Imbricatea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5595,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphidae,Euglypha,unclassified
Cerco_OTUc_5596,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5597,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5598,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5599,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_56,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_560,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5600,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_5601,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5602,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5603,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5604,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5605,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,unclassified,unclassified
Cerco_OTUc_5606,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5607,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphida,Euglyphida,Euglyphida_sp.
Cerco_OTUc_5608,Protista,Cercozoa,Filosa_Granofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5609,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,Limnofila,unclassified
Cerco_OTUc_561,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5610,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5611,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,Limnofila,unclassified
Cerco_OTUc_5612,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5613,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Nucleocercomonas,Nucleocercomonas_praelonga
Cerco_OTUc_5614,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5615,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5616,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5617,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5618,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5619,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Euglyphidae,Tracheleuglypha,Tracheleuglypha_dentata
Cerco_OTUc_562,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5621,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5622,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5623,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5624,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_limna
Cerco_OTUc_5625,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Cerco_OTUc_5626,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5628,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5629,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_563,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5630,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5631,Protista,Cercozoa,Filosa_Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,unclassified
Cerco_OTUc_5632,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5633,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5634,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5635,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_fastiga
Cerco_OTUc_5636,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5637,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5638,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5639,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_564,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5640,Protista,Cercozoa,Filosa_Thecofilosea,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5641,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_5642,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5643,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5644,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5645,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5646,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5647,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,unclassified,unclassified
Cerco_OTUc_5648,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5649,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_565,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.
Cerco_OTUc_5650,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Glissomonadida_Clade_Y,Glissomonadida_Clade_Y,Glissomonadida_Clade_Y_sp.
Cerco_OTUc_5651,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5652,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5653,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5654,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,unclassified
Cerco_OTUc_5655,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5656,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5657,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5658,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Allapsa,Allapsa_sp.
Cerco_OTUc_5659,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_566,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5660,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5661,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5662,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5663,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_5664,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5665,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,Group_Te,Group_Te_sp.
Cerco_OTUc_5666,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_5667,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Sandona_limna
Cerco_OTUc_5668,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5669,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_567,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5670,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Proleptomonadidae,Proleptomonas,unclassified
Cerco_OTUc_5671,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_5672,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5673,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida_sp.
Cerco_OTUc_5674,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida_sp.
Cerco_OTUc_5675,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Polymyxa_lineage,Ligniera,Ligniera_junci
Cerco_OTUc_5676,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5677,Protista,Cercozoa,Filosa_Imbricatea,Euglyphida,Trinematidae,Trinema,Trinema_enchelys
Cerco_OTUc_5678,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_5679,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_568,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae,Cercomonadidae_sp.
Cerco_OTUc_5680,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5681,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5682,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5683,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5684,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5685,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,unclassified
Cerco_OTUc_5686,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5687,Protista,Cercozoa,Endomyxa_Phytomyxea,Plasmodiophorida,Plasmodiophorida,Spongospora,Spongospora_subterranea
Cerco_OTUc_5688,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5689,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_569,Protista,Cercozoa,Filosa_Granofilosea,Limnofilida,Limnofilidae,Limnofilidae,Limnofilidae_sp.
Cerco_OTUc_5690,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5691,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Allapsidae,unclassified,unclassified
Cerco_OTUc_5692,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5693,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.
Cerco_OTUc_5694,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5695,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Capsellina,Capsellina_sp.
Cerco_OTUc_5696,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5697,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Glissomonadida,Glissomonadida,Glissomonadida_sp.
Cerco_OTUc_5698,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5699,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_57,Protista,Cercozoa,Filosa_Sarcomonadea,Glissomonadida,Sandonidae,unclassified,unclassified
Cerco_OTUc_570,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5700,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,unclassified,unclassified
Cerco_OTUc_5701,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5703,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5704,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5705,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5706,Protista,Cercozoa,Filosa_Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma_lineage,Rhogostoma_lineage_sp.
Cerco_OTUc_5707,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
Cerco_OTUc_5708,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,unclassified,unclassified
Cerco_OTUc_5709,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,unclassified
Cerco_OTUc_571,Protista,Cercozoa,Filosa_Sarcomonadea,Cercomonadida,unclassified,unclassified,unclassified
Cerco_OTUc_5710,Protista,Cercozoa,unclassified,unclassified,unclassified,unclassified,unclassified
